id	Accession	Gene.name	Protein.description	Protein.IDs	Majority.protein.IDs	Fasta.headers	Number.of.proteins	Peptides	Razor.and.unique.peptides	Unique.peptides	Sequence.coverage.percent	Mol.weight.kDa	Sequence.length	Q.value	Score	Intensity	MS.MS.count	Mock_01	Mock_02	Mock_03	BTX_01	BTX_02	BTX_03	Mock_01.norm	Mock_02.norm	Mock_03.norm	BTX_01.norm	BTX_02.norm	BTX_03.norm	log2FC	p.mod	p.adj.BH	Candidate
2379	A0A0G2JWM2	Sirt2	NAD-dependent protein deacetylase	tr|A0A0G2JWM2|A0A0G2JWM2_RAT;sp|Q5RJQ4|SIR2_RAT	tr|A0A0G2JWM2|A0A0G2JWM2_RAT;sp|Q5RJQ4|SIR2_RAT	tr|A0A0G2JWM2|A0A0G2JWM2_RAT NAD-dependent protein deacetylase OS=Rattus norvegicus OX=10116 GN=Sirt2 PE=1 SV=1;sp|Q5RJQ4|SIR2_RAT NAD-dependent protein deacetylase sirtuin-2 OS=Rattus norvegicus OX=10116 GN=Sirt2 PE=1 SV=1	2	16	16	16	33.8	43.163	388	0	323.31	2407000000	33	17.9953475990947	17.7686237255972	17.7837272529872	17.9414603224594	17.7028625849758	18.1568434991937	-0.0394639781573017	-0.0770225088079686	-0.0380534755301277	0.0861591321005113	0.0385398666256921	0.0639762342621987	-0.114405065161267	0.0131190494827365	0.134051381868167	FALSE
2380	A0A0G2JWS2	Nebl	Nebulette	tr|A0A0G2JWS2|A0A0G2JWS2_RAT;tr|D4A164|D4A164_RAT;tr|F1M1J2|F1M1J2_RAT;tr|A0A096MK15|A0A096MK15_RAT	tr|A0A0G2JWS2|A0A0G2JWS2_RAT;tr|D4A164|D4A164_RAT	tr|A0A0G2JWS2|A0A0G2JWS2_RAT Nebulette OS=Rattus norvegicus OX=10116 GN=Nebl PE=1 SV=1;tr|D4A164|D4A164_RAT Nebulette OS=Rattus norvegicus OX=10116 GN=Nebl PE=1 SV=2	4	5	5	5	4.1	108.95	952	0	40.767	187310000	7	15.8027687742828	15.6589645497495	15.5734992658026	14.7056323873614	14.4299297413533	14.8572034715082	0.467563358106061	0.51292447641966	0.451324698360575	-0.450062641922134	-0.534786815921518	-0.536057632348027	0.984239874359324	1.82787209665856e-07	0.000301964470367994	TRUE
2381	A0A1W2Q674	Cldn10	Claudin	tr|A0A1W2Q674|A0A1W2Q674_RAT;tr|A0A0G2JWU2|A0A0G2JWU2_RAT;tr|G3V7A9|G3V7A9_RAT	tr|A0A1W2Q674|A0A1W2Q674_RAT;tr|A0A0G2JWU2|A0A0G2JWU2_RAT;tr|G3V7A9|G3V7A9_RAT	tr|A0A1W2Q674|A0A1W2Q674_RAT Claudin OS=Rattus norvegicus OX=10116 GN=Cldn10 PE=3 SV=1;tr|A0A0G2JWU2|A0A0G2JWU2_RAT Claudin OS=Rattus norvegicus OX=10116 GN=Cldn10 PE=3 SV=1;tr|G3V7A9|G3V7A9_RAT Claudin OS=Rattus norvegicus OX=10116 GN=Cldn10 PE=3 SV=1	3	1	1	1	4.7	20.662	193	0.0097511	6.1346	7760700	1	13.937097908731	13.714674827308	13.7781798234202	13.81987969983	13.5316251384226	13.962263422704	0.0153659603614076	-0.017891778214675	0.0694787237853703	0.0776581383535936	-0.0196179510450301	-0.0175242133450135	0.00881231065618428	0.848552120528578	0.927908604273065	FALSE
2382	A0A0G2JWU3	LOC100359687	Mitochondrial ribosomal protein L1-like	tr|A0A0G2JWU3|A0A0G2JWU3_RAT;tr|D3ZFE9|D3ZFE9_RAT;tr|F1M9A4|F1M9A4_RAT;tr|A0A0G2JUV4|A0A0G2JUV4_RAT	tr|A0A0G2JWU3|A0A0G2JWU3_RAT;tr|D3ZFE9|D3ZFE9_RAT;tr|F1M9A4|F1M9A4_RAT;tr|A0A0G2JUV4|A0A0G2JUV4_RAT	tr|A0A0G2JWU3|A0A0G2JWU3_RAT Mitochondrial ribosomal protein L1-like OS=Rattus norvegicus OX=10116 GN=LOC100359687 PE=1 SV=1;tr|D3ZFE9|D3ZFE9_RAT Mitochondrial ribosomal protein L1-like OS=Rattus norvegicus OX=10116 GN=LOC100359687 PE=1 SV=3;tr|F1M9A4|F1M9	4	6	6	6	20.5	34.926	312	0	41.323	117590000	7	14.51674649642	14.2192441631436	14.2466663838765	14.3058480043149	14.1413887227814	14.5031424819845	0.0448497127296293	-0.0634872776999181	-0.0121995510792144	0.0134616075176557	0.0399807979929759	-0.0268099893854173	-0.0191565107249058	0.662987558618667	0.82864044782046	FALSE
2383	A0A0G2JWY8	Stard7	StAR-related lipid transfer domain-containing 7	tr|A0A0G2JWY8|A0A0G2JWY8_RAT;tr|D3ZXY9|D3ZXY9_RAT	tr|A0A0G2JWY8|A0A0G2JWY8_RAT;tr|D3ZXY9|D3ZXY9_RAT	tr|A0A0G2JWY8|A0A0G2JWY8_RAT StAR-related lipid transfer domain-containing 7 OS=Rattus norvegicus OX=10116 GN=Stard7 PE=1 SV=1;tr|D3ZXY9|D3ZXY9_RAT START domain containing 7 (Predicted) OS=Rattus norvegicus OX=10116 GN=Stard7 PE=1 SV=2	2	2	2	2	5.1	43.067	373	0.00060606	11.83	11892000	2	14.0277332497528	13.9092368232209	13.8309112797428	13.8255551008708	13.7666324277781	14.1010728836825	-0.0160456523457851	0.054623263969171	0.000163226378873504	-0.038713414334641	0.0933423845813947	-0.000761706095580739	-0.00504214204963784	0.917083983029911	0.963754923642121	FALSE
2384	A0A0G2JX20	Katnb1	Katanin p80 WD40 repeat-containing subunit B1	tr|A0A0G2JX20|A0A0G2JX20_RAT;tr|Q4VFZ4|Q4VFZ4_RAT	tr|A0A0G2JX20|A0A0G2JX20_RAT;tr|Q4VFZ4|Q4VFZ4_RAT	tr|A0A0G2JX20|A0A0G2JX20_RAT Katanin p80 WD40 repeat-containing subunit B1 OS=Rattus norvegicus OX=10116 GN=Katnb1 PE=3 SV=1;tr|Q4VFZ4|Q4VFZ4_RAT Katanin p80 WD40 repeat-containing subunit B1 OS=Rattus norvegicus OX=10116 GN=Katnb1 PE=2 SV=1	2	4	4	4	7.7	63.211	573	0	23.55	25581000	4	14.6141922028169	14.492979761784	14.4221304851133	14.3993446896727	14.1609743749279	14.4767462039395	0.0175197047112601	0.0854726065252474	0.038488835742419	-0.0178174215397174	-0.0652092642757534	-0.177981981845624	0.134163271546674	0.0370147529036935	0.223083764057102	FALSE
2385	A0A0G2JX43	Strn4	Striatin 4	tr|A0A0G2JX43|A0A0G2JX43_RAT;tr|F1M6V8|F1M6V8_RAT	tr|A0A0G2JX43|A0A0G2JX43_RAT;tr|F1M6V8|F1M6V8_RAT	tr|A0A0G2JX43|A0A0G2JX43_RAT Striatin 4 OS=Rattus norvegicus OX=10116 GN=Strn4 PE=1 SV=1;tr|F1M6V8|F1M6V8_RAT Striatin 4 OS=Rattus norvegicus OX=10116 GN=Strn4 PE=1 SV=1	2	6	6	6	15.1	72.762	670	0	134.07	99851000	8	13.8801574566018	13.8070529872054	13.9169057764116	13.7342862320963	13.5888317327002	13.8933963420879	-0.0558305628063203	0.0602303106441822	0.19394860573821	-0.0221914004186389	0.0233325721939845	-0.100647364999686	0.0992848489334708	0.20946964487562	0.476972919827049	FALSE
2386	D4A2N1	Ate1	Arginyl-tRNA--protein transferase 1	tr|D4A2N1|D4A2N1_RAT;tr|A0A0G2JX45|A0A0G2JX45_RAT	tr|D4A2N1|D4A2N1_RAT;tr|A0A0G2JX45|A0A0G2JX45_RAT	tr|D4A2N1|D4A2N1_RAT Arginyl-tRNA--protein transferase 1 OS=Rattus norvegicus OX=10116 GN=Ate1 PE=1 SV=1;tr|A0A0G2JX45|A0A0G2JX45_RAT Arginyl-tRNA--protein transferase 1 OS=Rattus norvegicus OX=10116 GN=Ate1 PE=1 SV=1	2	2	2	2	5.5	58.216	509	0	12.481	7219900	3	12.5991922443059	12.5088841768575	12.523855953621	12.4312886542916	12.5677659844947	12.8583113158183	-0.117817754855479	-0.018960479457017	0.0198768031942536	-0.106210957976676	0.221244844235214	0.0832456289773443	-0.105060315451375	0.274373251561582	0.542182549736523	FALSE
2387	B1WBT4	Srpk2	SFRS protein kinase 2	tr|B1WBT4|B1WBT4_RAT;tr|A0A0G2JX62|A0A0G2JX62_RAT;tr|A0A096MJB4|A0A096MJB4_RAT	tr|B1WBT4|B1WBT4_RAT;tr|A0A0G2JX62|A0A0G2JX62_RAT;tr|A0A096MJB4|A0A096MJB4_RAT	tr|B1WBT4|B1WBT4_RAT SFRS protein kinase 2 OS=Rattus norvegicus OX=10116 GN=Srpk2 PE=1 SV=1;tr|A0A0G2JX62|A0A0G2JX62_RAT SRSF protein kinase 2 OS=Rattus norvegicus OX=10116 GN=Srpk2 PE=1 SV=1;tr|A0A096MJB4|A0A096MJB4_RAT SRSF protein kinase 2 (Fragment) OS	3	4	4	4	7.2	76.947	681	0	27.245	60952000	4	13.3465137331656	13.3246024900897	13.1986445493115	13.2395836129702	12.8967486514492	13.5465327764259	-0.0682399375699213	0.09901416220104	-0.00307827268933308	0.00434032912777438	-0.147516160384404	0.0737234180108075	0.0323827883958691	0.666030321184313	0.829150030592679	FALSE
2390	F1LP59	Rab3gap1	Rab3 GTPase-activating protein catalytic subunit	tr|F1LP59|F1LP59_RAT;tr|A0A0G2JXA1|A0A0G2JXA1_RAT;sp|P69735|RB3GP_RAT	tr|F1LP59|F1LP59_RAT;tr|A0A0G2JXA1|A0A0G2JXA1_RAT;sp|P69735|RB3GP_RAT	tr|F1LP59|F1LP59_RAT Rab3 GTPase-activating protein catalytic subunit OS=Rattus norvegicus OX=10116 GN=Rab3gap1 PE=1 SV=3;tr|A0A0G2JXA1|A0A0G2JXA1_RAT Rab3 GTPase-activating protein catalytic subunit OS=Rattus norvegicus OX=10116 GN=Rab3gap1 PE=1 SV=1;sp|P	3	5	5	5	7.6	85.88	767	0	37.514	83710000	6	12.3952663498391	12.3302726740223	12.1023038172126	11.8374702529657	11.6813262711634	12.1576311511343	0.187512045279676	0.31168371230971	0.107580361387935	-0.190773664700599	-0.155939174494106	-0.108178841104642	0.353889266425556	0.000829536349275249	0.023227017779707	FALSE
2391	A0A0G2JXA4	Pgm2	Phosphoglucomutase 1 (Predicted)	tr|A0A0G2JXA4|A0A0G2JXA4_RAT;tr|F7FLB2|F7FLB2_RAT	tr|A0A0G2JXA4|A0A0G2JXA4_RAT;tr|F7FLB2|F7FLB2_RAT	tr|A0A0G2JXA4|A0A0G2JXA4_RAT Phosphoglucomutase 1 (Predicted) OS=Rattus norvegicus OX=10116 GN=Pgm2 PE=1 SV=1;tr|F7FLB2|F7FLB2_RAT Pgm2 protein OS=Rattus norvegicus OX=10116 GN=Pgm2 PE=1 SV=2	2	3	2	2	14.6	26.717	239	0	13.335	39177000	3	15.2845711004548	14.982726252182	14.9363618867568	15.0020238474814	14.4010795003093	15.2038832548892	0.124387097063228	0.0117075916373386	-0.010791267900102	0.0213502309830186	-0.388615644180417	-0.0143564361818317	0.168975090059898	0.185944367980788	0.452444403443143	FALSE
2392	A0A0G2JXD5	Chn2	Chimaerin	tr|A0A0G2JXD5|A0A0G2JXD5_RAT;tr|G3V773|G3V773_RAT	tr|A0A0G2JXD5|A0A0G2JXD5_RAT;tr|G3V773|G3V773_RAT	tr|A0A0G2JXD5|A0A0G2JXD5_RAT Chimaerin OS=Rattus norvegicus OX=10116 GN=Chn2 PE=1 SV=1;tr|G3V773|G3V773_RAT Beta-chimaerin OS=Rattus norvegicus OX=10116 GN=Chn2 PE=1 SV=1	2	2	2	2	4.8	52.735	460	0	16.332	19296000	2	11.6937482916257	11.0113670446817	10.919831664003	11.1322426563846	11.2010211737519	11.7212701140129	0.25268733954762	-0.240528564549511	-0.308198439340398	-0.129307908800348	0.130449080575693	0.222153474255253	-0.173111436790962	0.337769808541652	0.599908844106096	FALSE
2393	M0R4L7	Hist1h2bl	Histone H2B	tr|M0R4L7|M0R4L7_RAT;tr|G3V9C7|G3V9C7_RAT;tr|G3V8B3|G3V8B3_RAT;tr|D3ZWM5|D3ZWM5_RAT;tr|D3ZLY9|D3ZLY9_RAT;tr|A0A0G2JXE0|A0A0G2JXE0_RAT;tr|D3ZNH4|D3ZNH4_RAT;tr|A0A0G2JXI9|A0A0G2JXI9_RAT;sp|Q00715|H2B1_RAT;tr|A0A0G2K7R1|A0A0G2K7R1_RAT;sp|Q00729|H2B1A_RAT	tr|M0R4L7|M0R4L7_RAT;tr|G3V9C7|G3V9C7_RAT;tr|G3V8B3|G3V8B3_RAT;tr|D3ZWM5|D3ZWM5_RAT;tr|D3ZLY9|D3ZLY9_RAT;tr|A0A0G2JXE0|A0A0G2JXE0_RAT;tr|D3ZNH4|D3ZNH4_RAT;tr|A0A0G2JXI9|A0A0G2JXI9_RAT;sp|Q00715|H2B1_RAT;tr|A0A0G2K7R1|A0A0G2K7R1_RAT;sp|Q00729|H2B1A_RAT	tr|M0R4L7|M0R4L7_RAT Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bl PE=3 SV=1;tr|G3V9C7|G3V9C7_RAT Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bk PE=3 SV=1;tr|G3V8B3|G3V8B3_RAT Histone H2B OS=Rattus norvegicus OX=10116 GN=Hist1h2bq PE=3 SV=	11	7	7	3	47.6	13.91	126	0	54.262	1720400000	27	18.223737779211	17.8937399805649	18.1117164304826	18.1134471353472	17.7878770590416	18.3879752285567	-0.0347587299289129	-0.175591185728168	0.0662507700774043	0.0344610131004556	-0.100130591196386	0.0714230317373266	-0.0499508664070245	0.533599825010927	0.742947248982766	FALSE
2394	F1LUY5	Ttc7b	Tetratricopeptide repeat domain 7B	tr|F1LUY5|F1LUY5_RAT;tr|A0A0G2JXJ6|A0A0G2JXJ6_RAT	tr|F1LUY5|F1LUY5_RAT;tr|A0A0G2JXJ6|A0A0G2JXJ6_RAT	tr|F1LUY5|F1LUY5_RAT Tetratricopeptide repeat domain 7B OS=Rattus norvegicus OX=10116 GN=Ttc7b PE=1 SV=3;tr|A0A0G2JXJ6|A0A0G2JXJ6_RAT Tetratricopeptide repeat domain 7B OS=Rattus norvegicus OX=10116 GN=Ttc7b PE=1 SV=1	2	3	3	3	6.2	64.557	582	0	22.22	44783000	4	14.7244605610955	14.5032667344211	14.4448854735829	14.5129256017246	14.2822921037652	14.7347096202258	0.0398691156750773	0.00784063184759071	-0.0266751231027574	0.00784454319738948	-0.0318104827532787	-0.00793751287404004	0.0176460256166133	0.629645598758353	0.807404185934928	FALSE
2395	A0A0G2JXK1	Cacna1a	Voltage-dependent P/Q-type calcium channel subunit alpha	tr|A0A0G2JXK1|A0A0G2JXK1_RAT;sp|P54282|CAC1A_RAT	tr|A0A0G2JXK1|A0A0G2JXK1_RAT;sp|P54282|CAC1A_RAT	tr|A0A0G2JXK1|A0A0G2JXK1_RAT Voltage-dependent P/Q-type calcium channel subunit alpha OS=Rattus norvegicus OX=10116 GN=Cacna1a PE=1 SV=1;sp|P54282|CAC1A_RAT Voltage-dependent P/Q-type calcium channel subunit alpha-1A OS=Rattus norvegicus OX=10116 GN=Cacna1	2	25	25	24	14.7	267.85	2368	0	323.31	465150000	32	16.9815895785754	16.8014557641437	16.7961410320813	16.7803347081239	16.6115147599682	17.0023975087192	-0.000669075913119044	0.00836245250203488	0.026913226327456	-0.0224135594715156	-0.000255035618490607	-0.0379168334488492	0.0317306771517424	0.355204638214571	0.613484644360137	FALSE
2396	A0A0G2JXN8	Osbpl8	Oxysterol-binding protein	tr|A0A0G2JXN8|A0A0G2JXN8_RAT;tr|B5DF26|B5DF26_RAT;tr|A0A0G2JV78|A0A0G2JV78_RAT;tr|G3V8S8|G3V8S8_RAT	tr|A0A0G2JXN8|A0A0G2JXN8_RAT	tr|A0A0G2JXN8|A0A0G2JXN8_RAT Oxysterol-binding protein OS=Rattus norvegicus OX=10116 GN=Osbpl8 PE=1 SV=1	4	7	7	7	10.2	101.16	888	0	45.623	49403000	8	15.2233229895363	14.9728003352245	14.9907687696574	14.9553320582774	14.8075058657906	15.2589708149935	0.0335083813431893	-0.0278489301217434	0.0139850101990296	-0.0549721630225722	-0.0118198835006502	0.0111005191208474	0.0251119962742835	0.517288610351642	0.731924862918272	FALSE
2397	F1LRN8	Nedd4l	Neural precursor cell-expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	tr|F1LRN8|F1LRN8_RAT;tr|A0A0G2JXP3|A0A0G2JXP3_RAT;tr|A0A0G2JUY1|A0A0G2JUY1_RAT	tr|F1LRN8|F1LRN8_RAT;tr|A0A0G2JXP3|A0A0G2JXP3_RAT;tr|A0A0G2JUY1|A0A0G2JUY1_RAT	tr|F1LRN8|F1LRN8_RAT Neural precursor cell-expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase OS=Rattus norvegicus OX=10116 GN=Nedd4l PE=1 SV=3;tr|A0A0G2JXP3|A0A0G2JXP3_RAT Neural precursor cell-expressed, developmentally down-re	3	8	7	7	11.1	110.79	960	0	116.25	86083000	8	14.0219342457702	13.7818719432623	13.7234476384229	13.7257922714942	13.6130987942092	14.0542651396258	0.0450194956971485	-0.0058774639639057	-0.0404362629154545	-0.0716120916857774	0.00667290303804669	0.0192947018731859	0.0147834185307777	0.738883070436109	0.869853118272386	FALSE
2400	A0A0G2JY03		Uncharacterized protein	tr|A0A0G2JY03|A0A0G2JY03_RAT;REV__sp|Q5XHX8|THEG_RAT	tr|A0A0G2JY03|A0A0G2JY03_RAT	tr|A0A0G2JY03|A0A0G2JY03_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=1 SV=1	2	13	9	9	55.6	28.253	257	0	134.28	688180000	12	16.097167984255	15.8470573460913	15.8799421557621	15.9333679301674	15.7686495685371	16.2047430653527	-0.00800402481702722	-0.0689493201337938	-0.0121990045752231	0.00770630798856986	0.0339664183669817	0.0415153686012209	-0.0574468148276055	0.146916135025674	0.405346595309965	FALSE
2401	D3ZFD0	Myo18a	Myosin XVIIIa	tr|D3ZFD0|D3ZFD0_RAT;tr|A0A0G2JY08|A0A0G2JY08_RAT	tr|D3ZFD0|D3ZFD0_RAT;tr|A0A0G2JY08|A0A0G2JY08_RAT	tr|D3ZFD0|D3ZFD0_RAT Myosin XVIIIa OS=Rattus norvegicus OX=10116 GN=Myo18a PE=1 SV=2;tr|A0A0G2JY08|A0A0G2JY08_RAT Myosin XVIIIa OS=Rattus norvegicus OX=10116 GN=Myo18a PE=1 SV=1	2	32	32	32	19.3	232.66	2044	0	323.31	790620000	34	17.427427432736	17.2031376711002	17.2213794319358	17.2130472460401	16.9741008483971	17.4027456224957	0.035708026184478	0.000583607395581665	0.0426908741189521	0.000838226381711604	-0.0471296992525394	-0.0470294717353225	0.0574344841017207	0.140990029293928	0.399169714470555	FALSE
2403	A0A0G2JY26	Dnajc6	DnaJ heat shock protein family (Hsp40) member C6	tr|A0A0G2JY26|A0A0G2JY26_RAT;tr|D4A0I5|D4A0I5_RAT	tr|A0A0G2JY26|A0A0G2JY26_RAT;tr|D4A0I5|D4A0I5_RAT	tr|A0A0G2JY26|A0A0G2JY26_RAT DnaJ heat shock protein family (Hsp40) member C6 OS=Rattus norvegicus OX=10116 GN=Dnajc6 PE=1 SV=1;tr|D4A0I5|D4A0I5_RAT DnaJ (Hsp40) homolog, subfamily C, member 6 (Predicted) OS=Rattus norvegicus OX=10116 GN=Dnajc6 PE=1 SV=1	2	23	23	22	32.6	102.19	938	0	323.31	1323700000	40	18.411999152289	18.2275971425327	18.1737259279243	18.229382133206	18.0463353619897	18.4299215709387	0.00140445768069153	0.00616779077133894	-0.0238379179493084	-0.00170217450914889	0.00622952628330808	-0.0387288113490955	0.0059785966925528	0.860765990392547	0.934271421541092	FALSE
2404	F1MAJ0	Ephb2	Eph receptor B2	tr|F1MAJ0|F1MAJ0_RAT;tr|A0A0G2JY48|A0A0G2JY48_RAT	tr|F1MAJ0|F1MAJ0_RAT;tr|A0A0G2JY48|A0A0G2JY48_RAT	tr|F1MAJ0|F1MAJ0_RAT Eph receptor B2 OS=Rattus norvegicus OX=10116 GN=Ephb2 PE=1 SV=3;tr|A0A0G2JY48|A0A0G2JY48_RAT Eph receptor B2 OS=Rattus norvegicus OX=10116 GN=Ephb2 PE=1 SV=1	2	3	3	2	3.7	107.47	963	0	30.718	72614000	5	15.2093010460341	14.8490629578978	14.9500546210676	15.0679384764361	14.8381205727667	15.2680302118601	-0.000116248583050704	-0.171188993872494	-0.0463318248148664	0.0380315687120172	-0.000807862948558946	0.000557229563442119	-0.0851393341991036	0.147534837500785	0.405794213286506	FALSE
2405	D4A554	Eif4g3	Eukaryotic translation initiation factor 4 gamma, 3	tr|D4A554|D4A554_RAT;tr|A0A0G2JY73|A0A0G2JY73_RAT	tr|D4A554|D4A554_RAT;tr|A0A0G2JY73|A0A0G2JY73_RAT	tr|D4A554|D4A554_RAT Eukaryotic translation initiation factor 4 gamma, 3 OS=Rattus norvegicus OX=10116 GN=Eif4g3 PE=1 SV=2;tr|A0A0G2JY73|A0A0G2JY73_RAT Eukaryotic translation initiation factor 4 gamma, 3 OS=Rattus norvegicus OX=10116 GN=Eif4g3 PE=1 SV=1	2	3	3	3	1.8	175.43	1583	0	19.876	21730000	3	14.4376220470844	14.2721923616446	14.2244539533306	13.9708249013626	13.8076567937325	14.2869186789893	0.104148910538484	0.12788456794563	0.104011665519387	-0.183137848290127	-0.155327483911511	-0.104610145236094	0.259706873813744	0.000274741769723147	0.0116669551023313	FALSE
2406	A0A0G2JYC6	Ubap2l	RCG62582, isoform CRA_c	tr|A0A0G2JYC6|A0A0G2JYC6_RAT;tr|E9PTR4|E9PTR4_RAT	tr|A0A0G2JYC6|A0A0G2JYC6_RAT;tr|E9PTR4|E9PTR4_RAT	tr|A0A0G2JYC6|A0A0G2JYC6_RAT RCG62582, isoform CRA_c OS=Rattus norvegicus OX=10116 GN=Ubap2l PE=1 SV=1;tr|E9PTR4|E9PTR4_RAT RCG62582, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Ubap2l PE=1 SV=2	2	4	4	4	4.2	112.51	1068	0	27.482	30423000	5	14.7067118449807	14.4660764613963	14.5529092065339	14.0474647733184	13.7919768208987	14.2755425560867	0.266314279642012	0.21484423890443	0.325542489929868	-0.213422405127137	-0.27793188553811	-0.222910696931478	0.506988665357678	1.49206439477435e-05	0.00229985671241455	FALSE
2407	A0A0G2JYD1	Ubap2	Ubiquitin-associated protein 2	tr|A0A0G2JYD1|A0A0G2JYD1_RAT;tr|A0A0U1RRQ3|A0A0U1RRQ3_RAT;tr|A0A0G2JYI7|A0A0G2JYI7_RAT	tr|A0A0G2JYD1|A0A0G2JYD1_RAT;tr|A0A0U1RRQ3|A0A0U1RRQ3_RAT;tr|A0A0G2JYI7|A0A0G2JYI7_RAT	tr|A0A0G2JYD1|A0A0G2JYD1_RAT Ubiquitin-associated protein 2 OS=Rattus norvegicus OX=10116 GN=Ubap2 PE=1 SV=1;tr|A0A0U1RRQ3|A0A0U1RRQ3_RAT Ubiquitin-associated protein 2 OS=Rattus norvegicus OX=10116 GN=Ubap2 PE=1 SV=1;tr|A0A0G2JYI7|A0A0G2JYI7_RAT Ubiquitin	3	1	1	1	1.1	117.73	1126	0.0031073	7.7373	1944300	1	11.3719943931937	11.3501657073743	11.391189876773	11.0141599892011	10.722039027386	11.1303775041651	0.0890131501354929	0.256349807163044	0.321239482449583	-0.0893108669639503	-0.190453356770264	-0.2106594265726	0.385675363351645	0.00124601405700837	0.0319134142973307	FALSE
2408	A0A0G2JYD4	Vps13d	Vacuolar protein sorting 13 homolog D	tr|A0A0G2JYD4|A0A0G2JYD4_RAT;tr|D3ZKC6|D3ZKC6_RAT	tr|A0A0G2JYD4|A0A0G2JYD4_RAT;tr|D3ZKC6|D3ZKC6_RAT	tr|A0A0G2JYD4|A0A0G2JYD4_RAT Vacuolar protein sorting 13 homolog D OS=Rattus norvegicus OX=10116 GN=Vps13d PE=1 SV=1;tr|D3ZKC6|D3ZKC6_RAT Vacuolar protein sorting 13 homolog D OS=Rattus norvegicus OX=10116 GN=Vps13d PE=1 SV=1	2	10	10	10	2.6	487.85	4365	0	63.851	309870000	10	14.6411485974112	14.5252149135739	14.3316167738451	14.4284910353322	14.1042711289369	14.5357006367686	0.0654551032278691	0.138686762237459	-0.0310458716035858	0.0323079280420271	-0.100933506344566	-0.0980485450942803	0.113256705752854	0.108177715523774	0.353049233157501	FALSE
2409	A0A0G2JYD8	Capn5	Calpain-5	tr|A0A0G2JYD8|A0A0G2JYD8_RAT;tr|G3V7U6|G3V7U6_RAT;sp|Q8R4C0|CAN5_RAT	tr|A0A0G2JYD8|A0A0G2JYD8_RAT;tr|G3V7U6|G3V7U6_RAT;sp|Q8R4C0|CAN5_RAT	tr|A0A0G2JYD8|A0A0G2JYD8_RAT Calpain-5 OS=Rattus norvegicus OX=10116 GN=Capn5 PE=1 SV=1;tr|G3V7U6|G3V7U6_RAT Calpain-5 OS=Rattus norvegicus OX=10116 GN=Capn5 PE=1 SV=2;sp|Q8R4C0|CAN5_RAT Calpain-5 OS=Rattus norvegicus OX=10116 GN=Capn5 PE=1 SV=1	3	6	6	6	13.3	73.211	641	0	49.293	61895000	7	15.1065629404449	14.9382471918642	14.9844184588011	14.9902369495276	14.7334390828994	15.1705901534155	-0.0136299109675759	0.00721968329865003	0.077256456123386	0.0495544850082718	-0.0162649096111218	-0.00765838567650529	0.0150716795779385	0.722463082466551	0.863949249558667	FALSE
2410	B3DMA1	Atxn2l	Ataxin 2-like	tr|B3DMA1|B3DMA1_RAT;tr|A0A0G2JYE0|A0A0G2JYE0_RAT	tr|B3DMA1|B3DMA1_RAT;tr|A0A0G2JYE0|A0A0G2JYE0_RAT	tr|B3DMA1|B3DMA1_RAT Ataxin 2-like OS=Rattus norvegicus OX=10116 GN=Atxn2l PE=1 SV=1;tr|A0A0G2JYE0|A0A0G2JYE0_RAT Ataxin 2-like OS=Rattus norvegicus OX=10116 GN=Atxn2l PE=1 SV=1	2	2	2	2	2.1	112.85	1072	0.0011876	11.377	12443000	2	13.08842387578	12.790083720402	12.8227500613318	12.5886912150181	12.5491108037721	13.036860446673	0.109177613469908	2.80093872123688e-06	0.056534647756418	-0.211044660398857	-0.0596465996361084	-0.000441503316576497	0.145615941838863	0.0596662202545988	0.281624559601706	FALSE
2413	A0A0G2JYR1	Exoc6b	Exocyst complex component	tr|A0A0G2JYR1|A0A0G2JYR1_RAT;tr|B5DEY3|B5DEY3_RAT	tr|A0A0G2JYR1|A0A0G2JYR1_RAT	tr|A0A0G2JYR1|A0A0G2JYR1_RAT Exocyst complex component OS=Rattus norvegicus OX=10116 GN=Exoc6b PE=1 SV=1	2	4	4	4	5.9	94.189	810	0	27.417	35303000	5	13.005712259018	12.7766180869293	12.711968041292	12.7541567857999	12.674346771275	13.0243778619344	0.0394401058134397	-0.000488723428285709	-0.0412732631777985	-0.0326049805114265	0.0785634769724306	5.00210504304488e-05	-0.0161101327680264	0.725982169903864	0.865732301434538	FALSE
