Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Prep35	Razor + unique peptides Prep35	Unique peptides Prep35	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 Prep35	Reporter intensity corrected 2 Prep35	Reporter intensity corrected 3 Prep35	Reporter intensity corrected 4 Prep35	Reporter intensity corrected 5 Prep35	Reporter intensity corrected 6 Prep35	Reporter intensity 1 Prep35	Reporter intensity 2 Prep35	Reporter intensity 3 Prep35	Reporter intensity 4 Prep35	Reporter intensity 5 Prep35	Reporter intensity 6 Prep35	Reporter intensity count 1 Prep35	Reporter intensity count 2 Prep35	Reporter intensity count 3 Prep35	Reporter intensity count 4 Prep35	Reporter intensity count 5 Prep35	Reporter intensity count 6 Prep35	Sequence coverage Prep35 [%]	Intensity	Intensity Prep35	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|Q63525|NUDC_RAT;tr|A0A0G2K0V8|A0A0G2K0V8_RAT	sp|Q63525|NUDC_RAT;tr|A0A0G2K0V8|A0A0G2K0V8_RAT	11;10	11;10	11;10	sp|Q63525|NUDC_RAT Nuclear migration protein nudC OS=Rattus norvegicus OX=10116 GN=Nudc PE=1 SV=1;tr|A0A0G2K0V8|A0A0G2K0V8_RAT Nuclear migration protein nudC-like OS=Rattus norvegicus OX=10116 GN=LOC100911422 PE=4 SV=1	2	11	11	11	11	11	11	31.6	31.6	31.6	38.412	332	332;279	7.83			1	1	2			3	2		1	2	0	106.09	84535	68686	68600	58043	68436	85685	77335	65221	70319	59271	71097	81613	8	8	8	8	8	8	84535	68686	68600	58043	68436	85685	77335	65221	70319	59271	71097	81613	8	8	8	8	8	8	31.6	205800000	205800000	14				1659	3307;9255;13366;15795;16914;17567;23099;23100;24529;28577;28839	True;True;True;True;True;True;True;True;True;True;True	3367;9483;13737;16242;17381;18049;23851;23852;25322;29520;29790	4631;13071;18975;22232;23637;24521;32263;32264;32265;34192;39896;40287	6293;17578;25990;30434;32257;33429;43948;43949;43950;43951;46455;46456;54160;54745	6293;17578;25990;30434;32257;33429;43950;43951;46455;54160;54745		
tr|F1LXV0|F1LXV0_RAT;sp|Q63531|KS6A1_RAT;tr|A0A0G2JXA6|A0A0G2JXA6_RAT;tr|F1LYL8|F1LYL8_RAT;tr|D4A355|D4A355_RAT;tr|D3ZAR2|D3ZAR2_RAT;tr|A0A0G2K212|A0A0G2K212_RAT;tr|F1M4F3|F1M4F3_RAT;tr|M0R3L1|M0R3L1_RAT	tr|F1LXV0|F1LXV0_RAT;sp|Q63531|KS6A1_RAT	9;9;1;1;1;1;1;1;1	9;9;1;1;1;1;1;1;1	5;5;0;0;0;0;0;0;0	tr|F1LXV0|F1LXV0_RAT Ribosomal protein S6 kinase OS=Rattus norvegicus OX=10116 GN=Rps6ka1 PE=1 SV=2;sp|Q63531|KS6A1_RAT Ribosomal protein S6 kinase alpha-1 OS=Rattus norvegicus OX=10116 GN=Rps6ka1 PE=1 SV=1	9	9	9	5	9	9	5	14	14	8	82.923	735	735;735;714;860;866;1737;1808;2271;2425	6.22	1	2				1	2		1		2		0	63.039	50429	41715	40904	38390	38274	50716	46134	39593	42051	38845	40125	48246	6	6	6	6	6	6	50429	41715	40904	38390	38274	50716	46134	39593	42051	38845	40125	48246	6	6	6	6	6	6	14	151460000	151460000	11				1660	525;4091;5098;5853;8818;15428;17160;18109;29184	True;True;True;True;True;True;True;True;True	528;4173;5208;5981;9035;15858;17633;18656;30145	718;5788;7226;8250;12423;21725;23963;25360;40771	968;7899;7900;9826;9827;11173;16707;29710;32659;34617;55394	968;7900;9826;11173;16707;29710;32659;34617;55394		
tr|G3V733|G3V733_RAT;sp|Q63537|SYN2_RAT	tr|G3V733|G3V733_RAT;sp|Q63537|SYN2_RAT	27;27	23;23	22;22	tr|G3V733|G3V733_RAT Synapsin II, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Syn2 PE=1 SV=3;sp|Q63537|SYN2_RAT Synapsin-2 OS=Rattus norvegicus OX=10116 GN=Syn2 PE=1 SV=1	2	27	23	22	27	23	22	62.6	58	56.7	63.412	586	586;586	7.53		1	1	2	3	4	11	12	6	3	3	1	0	323.31	531620	449320	435160	374020	424170	536830	486350	426310	447090	381310	441480	511190	68	68	67	68	68	68	531620	449320	435160	374020	424170	536830	486350	426310	447090	381310	441480	511190	68	68	67	68	68	68	62.6	7104000000	7104000000	94				1661	3637;6292;7903;11903;12321;12322;13784;14276;18210;20182;20339;20601;21186;22143;22222;23489;23579;23580;25328;25601;25602;25616;25697;25928;26870;26890;27623	True;True;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;True;True;False;False;True;True;True;True;True;True	3707;6431;6432;8099;12226;12227;12652;12653;14167;14670;18776;20880;20881;21039;21307;21905;22879;22958;24257;24346;24347;26148;26435;26436;26437;26438;26452;26534;26535;26776;27754;27774;28537	5125;8837;8838;8839;8840;8841;8842;8843;10978;16759;16760;16761;16762;16763;16764;16765;17381;17382;17383;19539;20145;25513;28527;28528;28529;28729;29026;29837;31076;31077;31172;31173;31174;32769;32770;32873;32874;35297;35678;35679;35680;35681;35682;35683;35699;35807;35808;35809;35810;35811;36160;36161;37540;37541;37568;38562	6974;11945;11946;11947;11948;11949;11950;11951;11952;11953;11954;11955;11956;11957;11958;11959;11960;11961;11962;11963;11964;11965;11966;11967;11968;11969;11970;11971;14734;22677;22678;22679;22680;22681;22682;22683;22684;22685;22686;22687;22688;22689;22690;22691;23574;23575;23576;23577;23578;23579;26783;26784;27568;34824;34825;39065;39066;39067;39068;39069;39342;39683;39684;40805;42398;42399;42400;42518;42519;42520;42521;42522;44590;44591;44716;44717;44718;47927;47928;47929;48435;48436;48437;48438;48439;48440;48441;48458;48596;48597;48598;48599;48600;48601;48602;48603;49069;49070;49071;50927;50928;50965;52339;52340;52341	6974;11965;14734;22689;23574;23576;26783;27568;34824;39069;39342;39683;40805;42400;42519;44590;44716;44718;47928;48436;48439;48458;48599;49069;50928;50965;52340	165;166;685;686;687;688	193;259;278;344;350;466
sp|Q63553|SNRK_RAT	sp|Q63553|SNRK_RAT	3	3	3	sp|Q63553|SNRK_RAT SNF-related serine/threonine-protein kinase OS=Rattus norvegicus OX=10116 GN=Snrk PE=1 SV=1	1	3	3	3	3	3	3	6.6	6.6	6.6	81.627	746	746	4		1		1		1							0	39.166	5095.7	4536.6	5320.7	4459.5	4917.6	5685.3	4662	4316.4	5389.4	4550.7	5104.4	5425.3	2	2	2	2	2	2	5095.7	4536.6	5320.7	4459.5	4917.6	5685.3	4662	4316.4	5389.4	4550.7	5104.4	5425.3	2	2	2	2	2	2	6.6	7512100	7512100	3				1662	11679;17159;19175	True;True;True	11994;17632;19830	16463;23962;27024	22278;32658;36991	22278;32658;36991		
sp|Q63560|MAP6_RAT;tr|F1LQZ9|F1LQZ9_RAT	sp|Q63560|MAP6_RAT;tr|F1LQZ9|F1LQZ9_RAT	48;46	48;46	48;46	sp|Q63560|MAP6_RAT Microtubule-associated protein 6 OS=Rattus norvegicus OX=10116 GN=Map6 PE=1 SV=1;tr|F1LQZ9|F1LQZ9_RAT Microtubule-associated protein 6 OS=Rattus norvegicus OX=10116 GN=Map6 PE=1 SV=3	2	48	48	48	48	48	48	66.8	66.8	66.8	100.48	952	952;952	5.34	11	11	7	4	6	4	6	2	5	2	4	6	0	323.31	735140	516050	615120	405290	616490	604620	672450	492140	621160	423420	629200	579460	69	68	69	68	69	69	735140	516050	615120	405290	616490	604620	672450	492140	621160	423420	629200	579460	69	68	69	68	69	69	66.8	2054900000	2054900000	88				1663	467;1441;2275;2428;2723;2724;2865;2881;3949;4067;4068;4377;4408;4426;4428;4429;4659;5375;6803;8636;9036;9733;9766;9812;9868;13293;13412;18416;18656;18975;19356;19364;19365;19396;20258;20659;21077;21438;22031;22139;22357;23081;23082;23422;24648;24649;26069;29624	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	470;1459;2321;2477;2773;2774;2918;2934;4030;4149;4150;4474;4505;4523;4525;4526;4761;5490;6960;8849;9259;9991;10024;10071;10129;13662;13785;19032;19033;19300;19624;20022;20030;20031;20062;20958;21366;21795;22162;22765;22875;23098;23099;23833;23834;24188;25444;25445;26921;30605	638;1990;3230;3416;3773;3774;3775;3776;3777;3975;3997;5617;5618;5759;5760;6210;6244;6245;6264;6266;6267;6638;7594;9518;12178;12715;13810;13850;13905;13980;18879;19040;25922;25923;25924;26316;26722;26723;27282;27290;27291;27292;27326;28625;29096;29702;30158;30159;30933;30934;31071;31072;31356;31357;31358;32244;32245;32686;32687;34349;34350;34351;34352;34353;34354;34355;36332;41436	855;2710;4434;4661;5114;5115;5116;5117;5118;5119;5120;5367;5396;7686;7687;7865;7866;8480;8519;8520;8521;8541;8543;8544;9051;10312;12804;16363;17097;18657;18705;18774;18872;18873;25867;26080;35496;35497;35498;35499;35500;36045;36556;36557;36558;37330;37331;37340;37341;37342;37381;39206;39774;40637;41217;41218;41219;42224;42225;42392;42393;42777;42778;42779;43928;43929;44481;44482;46656;46657;46658;46659;46660;46661;46662;46663;46664;46665;46666;46667;46668;46669;46670;46671;46672;49278;49279;56369	855;2710;4434;4661;5115;5117;5367;5396;7687;7865;7866;8480;8519;8541;8543;8544;9051;10312;12804;16363;17097;18657;18705;18774;18873;25867;26080;35499;36045;36556;37331;37340;37342;37381;39206;39774;40637;41218;42224;42392;42779;43928;43929;44481;46658;46664;49279;56369	689;690	119;505
sp|Q63564|SV2B_RAT	sp|Q63564|SV2B_RAT	11	10	10	sp|Q63564|SV2B_RAT Synaptic vesicle glycoprotein 2B OS=Rattus norvegicus OX=10116 GN=Sv2b PE=1 SV=1	1	11	10	10	11	10	10	17.1	16	16	77.502	683	683	5.53			5	3	1	1	1		2	2			0	172.62	203920	172020	154560	156380	151410	237580	186560	163030	160200	157520	160270	225270	14	14	14	14	14	14	203920	172020	154560	156380	151410	237580	186560	163030	160200	157520	160270	225270	14	14	14	14	14	14	17.1	2743100000	2743100000	22				1664	4354;7721;7722;9599;9804;11352;20677;27007;29109;29110;29603	True;True;True;True;True;True;False;True;True;True;True	4451;7909;7910;9853;10062;10063;11656;21384;21385;27895;30068;30069;30584	6182;10724;10725;13605;13894;13895;16012;29115;29116;37723;40663;40664;40665;40666;41406;41407;41408	8443;14362;14363;14364;18355;18759;18760;18761;18762;21662;39795;39796;39797;39798;39799;39800;51159;51160;55254;55255;55256;55257;55258;55259;56331;56332;56333;56334	8443;14363;14364;18355;18761;21662;39799;51159;55254;55259;56331	589;691	81;325
sp|Q63569|PRS6A_RAT;tr|Q6P6U2|Q6P6U2_RAT	sp|Q63569|PRS6A_RAT;tr|Q6P6U2|Q6P6U2_RAT	19;19	19;19	19;19	sp|Q63569|PRS6A_RAT 26S proteasome regulatory subunit 6A OS=Rattus norvegicus OX=10116 GN=Psmc3 PE=1 SV=1;tr|Q6P6U2|Q6P6U2_RAT 26S proteasome regulatory subunit 6A OS=Rattus norvegicus OX=10116 GN=Psmc3 PE=1 SV=1	2	19	19	19	19	19	19	44.9	44.9	44.9	49.16	439	439;442	5.73	1	4	2	3	1	2	3	1	2		1	2	0	164.7	73231	61947	62653	58296	60463	73548	66996	58814	64243	59055	63045	70099	13	13	13	13	13	13	73231	61947	62653	58296	60463	73548	66996	58814	64243	59055	63045	70099	13	13	13	13	13	13	44.9	309370000	309370000	23				1665	926;1870;2094;2095;3310;4663;5883;7377;12504;13758;14647;15880;18348;20652;25518;26735;27229;28312;28313	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	936;1905;2140;2141;3370;4765;6012;7556;12855;14140;15048;16327;18950;21359;26344;27614;28125;29245;29246	1244;2695;2997;2998;4634;6643;6644;8312;10302;17703;19508;20607;20608;22332;25765;29088;35560;35561;37330;38027;39506;39507	1631;3734;4136;4137;6296;9056;9057;11272;13803;24091;26746;28186;28187;30556;35189;39765;39766;48277;48278;50646;51577;53587;53588	1631;3734;4136;4137;6296;9056;11272;13803;24091;26746;28186;30556;35189;39765;48278;50646;51577;53587;53588		
sp|Q63570|PRS6B_RAT	sp|Q63570|PRS6B_RAT	8	8	7	sp|Q63570|PRS6B_RAT 26S proteasome regulatory subunit 6B OS=Rattus norvegicus OX=10116 GN=Psmc4 PE=1 SV=1	1	8	8	7	7	7	7	26.8	26.8	24.4	47.408	418	418	7			1	2					3		1		0	79.833	20228	17582	15479	15783	16718	21217	18506	16655	16070	15916	17449	20202	3	3	3	3	3	3	20228	17582	15479	15783	16718	21217	18506	16655	16070	15916	17449	20202	3	3	3	3	3	3	24.4	115270000	115270000	8				1666	556;5224;6320;7282;12735;13381;17837;20898	True;True;True;True;True;True;True;True	558;5337;6468;7460;13092;13753;21609	753;7391;8892;10179;18019;18995;29428	1013;10043;12042;13654;24548;24549;26017;40230	1013;10043;12042;13654;24549;26017;40230		
sp|Q63584|TMEDA_RAT	sp|Q63584|TMEDA_RAT	5	5	5	sp|Q63584|TMEDA_RAT Transmembrane emp24 domain-containing protein 10 OS=Rattus norvegicus OX=10116 GN=Tmed10 PE=1 SV=2	1	5	5	5	5	5	5	25.6	25.6	25.6	24.857	219	219	5.8			1	1	2							1	0	31.572	27242	23016	22117	21733	19674	29622	24922	21835	22788	21901	20842	28107	4	4	4	4	4	4	27242	23016	22117	21733	19674	29622	24922	21835	22788	21901	20842	28107	4	4	4	4	4	4	25.6	80551000	80551000	7				1667	12601;12949;15886;19751;21122	True;True;True;True;True	12954;13310;16333;20432;21840	17830;18355;22339;27845;29753	24265;25116;25117;30564;38093;40698;40699	24265;25117;30564;38093;40699		
tr|F1LPK7|F1LPK7_RAT;sp|Q63598|PLST_RAT	tr|F1LPK7|F1LPK7_RAT;sp|Q63598|PLST_RAT	8;8	8;8	7;7	tr|F1LPK7|F1LPK7_RAT Plastin 3 (T-isoform), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Pls3 PE=1 SV=2;sp|Q63598|PLST_RAT Plastin-3 OS=Rattus norvegicus OX=10116 GN=Pls3 PE=1 SV=2	2	8	8	7	8	8	7	15.7	15.7	13.5	70.748	630	630;630	6.5	1		2				1	1	2			1	0	136.92	158600	144150	140000	113290	145850	168080	145110	136700	143640	116220	150540	160400	9	9	9	9	9	9	158600	144150	140000	113290	145850	168080	145110	136700	143640	116220	150540	160400	9	9	9	9	9	9	15.7	141610000	141610000	11				1668	755;5161;11348;11623;12551;16429;20108;24898	True;True;True;True;True;True;True;True	761;5274;11652;11936;12904;16886;20804;25699	1008;7312;16006;16395;17759;23031;28433;34682	1328;9946;21647;21648;22189;22190;24159;31468;38940;47091;47092	1328;9946;21648;22189;24159;31468;38940;47091		
sp|Q63604|NTRK2_RAT;tr|A0A0G2K5X6|A0A0G2K5X6_RAT	sp|Q63604|NTRK2_RAT;tr|A0A0G2K5X6|A0A0G2K5X6_RAT	5;5	5;5	3;3	sp|Q63604|NTRK2_RAT BDNF/NT-3 growth factors receptor OS=Rattus norvegicus OX=10116 GN=Ntrk2 PE=1 SV=1;tr|A0A0G2K5X6|A0A0G2K5X6_RAT Tyrosine-protein kinase receptor OS=Rattus norvegicus OX=10116 GN=Ntrk2 PE=1 SV=1	2	5	5	3	5	5	3	6.7	6.7	3.8	92.185	821	821;837	8.6				1					3			1	0	37.78	40974	38806	36835	33919	37604	46960	37489	36776	37926	34423	39151	44731	3	3	3	3	3	3	40974	38806	36835	33919	37604	46960	37489	36776	37926	34423	39151	44731	3	3	3	3	3	3	6.7	129270000	129270000	6				1669	4887;5033;18887;25358;27075	True;True;True;True;True	4992;5142;19534;26178;27965	6963;7147;26602;35330;37812	9476;9724;36407;36408;47967;51275	9476;9724;36407;47967;51275		
sp|Q63610|TPM3_RAT	sp|Q63610|TPM3_RAT	29	29	15	sp|Q63610|TPM3_RAT Tropomyosin alpha-3 chain OS=Rattus norvegicus OX=10116 GN=Tpm3 PE=1 SV=2	1	29	29	15	29	29	15	70.2	70.2	37.1	29.006	248	248	5.88		1	8	5	10	2	3	3	4	1		3	0	323.31	548560	467680	467280	389460	460880	590050	501860	443920	478750	398100	479210	561730	34	34	34	34	34	34	548560	467680	467280	389460	460880	590050	501860	443920	478750	398100	479210	561730	34	34	34	34	34	34	70.2	2259800000	2259800000	47				1670	1085;1086;2319;2320;5331;6468;6469;6985;10804;10805;10806;12714;12748;12749;13806;13807;14000;14769;14770;15024;17453;17454;17871;18091;21060;21061;24637;25051;29666	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1096;1097;2365;2366;5446;6619;6620;7152;11086;11087;11088;13071;13105;13106;14189;14190;14385;15175;15176;15444;17933;17934;18380;18637;21777;21778;25432;25863;30649	1464;1465;1466;3285;3286;3287;7547;9096;9097;9098;9786;15225;15226;15227;15228;15229;15230;15231;15232;17996;18036;18037;19564;19565;19798;20781;20782;21179;21180;24353;24354;24968;24969;25337;25338;29683;29684;34335;34932;41488	1937;1938;1939;4501;4502;4503;10257;12295;12296;12297;13156;20537;20538;20539;20540;20541;20542;20543;20544;20545;20546;24525;24571;24572;26815;26816;27111;27112;27113;28434;28435;28984;28985;33205;33206;34044;34045;34589;34590;40612;40613;40614;40615;46640;47444;56440;56441	1937;1938;4501;4502;10257;12296;12297;13156;20540;20542;20544;24525;24571;24572;26815;26816;27112;28434;28435;28985;33205;33206;34045;34589;40612;40615;46640;47444;56440	692	248
sp|Q63615|VP33A_RAT;tr|A0A0G2K5N1|A0A0G2K5N1_RAT;tr|A0A0G2KAN2|A0A0G2KAN2_RAT	sp|Q63615|VP33A_RAT;tr|A0A0G2K5N1|A0A0G2K5N1_RAT;tr|A0A0G2KAN2|A0A0G2KAN2_RAT	7;5;4	7;5;4	7;5;4	sp|Q63615|VP33A_RAT Vacuolar protein sorting-associated protein 33A OS=Rattus norvegicus OX=10116 GN=Vps33a PE=1 SV=1;tr|A0A0G2K5N1|A0A0G2K5N1_RAT Vacuolar protein sorting-associated protein 33A OS=Rattus norvegicus OX=10116 GN=Vps33a PE=1 SV=1;tr|A0A0G2KA	3	7	7	7	7	7	7	12.9	12.9	12.9	67.513	597	597;599;438	7	1		1	1			1		1	1	2		0	42.644	8584.3	8741.4	8893.9	6644.6	7138.6	8421.5	7854.4	8288.9	9078.4	6828.5	7423.5	8023	2	3	3	3	3	2	8584.3	8741.4	8893.9	6644.6	7138.6	8421.5	7854.4	8288.9	9078.4	6828.5	7423.5	8023	2	3	3	3	3	2	12.9	91022000	91022000	9				1671	153;3515;3933;5459;12152;12395;19292	True;True;True;True;True;True;True	150;3582;4013;5575;12480;12730;19957	192;4952;5596;7702;17153;17486;17487;27199	262;6751;7646;10442;23276;23712;23713;23714;37222	262;6751;7646;10442;23276;23714;37222		
sp|Q63616|VP33B_RAT	sp|Q63616|VP33B_RAT	8	8	8	sp|Q63616|VP33B_RAT Vacuolar protein sorting-associated protein 33B OS=Rattus norvegicus OX=10116 GN=Vps33b PE=2 SV=1	1	8	8	8	8	8	8	12.6	12.6	12.6	70.693	617	617	7.38	1				2	1		1		1		2	0	55.728	59097	54285	51633	46705	52074	63848	54070	51458	53147	47452	54162	60842	7	7	7	7	7	7	59097	54285	51633	46705	52074	63848	54070	51458	53147	47452	54162	60842	7	7	7	7	7	7	12.6	91103000	91103000	8				1672	12084;12944;13948;14833;19151;20706;24655;29246	True;True;True;True;True;True;True;True	12411;13305;14332;15244;19805;21415;25451;30213	17062;18349;19736;20888;26994;29152;34361;40856	23156;25109;27033;28597;36952;39844;46679;55513	23156;25109;27033;28597;36952;39844;46679;55513		
tr|A0A0U1RRX6|A0A0U1RRX6_RAT;tr|G3V879|G3V879_RAT;sp|Q63619|COQ7_RAT	tr|A0A0U1RRX6|A0A0U1RRX6_RAT;tr|G3V879|G3V879_RAT;sp|Q63619|COQ7_RAT	2;2;2	2;2;2	2;2;2	tr|A0A0U1RRX6|A0A0U1RRX6_RAT 5-demethoxyubiquinone hydroxylase, mitochondrial (Fragment) OS=Rattus norvegicus OX=10116 GN=Coq7 PE=1 SV=1;tr|G3V879|G3V879_RAT 5-demethoxyubiquinone hydroxylase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Coq7 PE=3 SV=4;s	3	2	2	2	2	2	2	20.4	20.4	20.4	10.725	98	98;179;179	4.5		1					1						0	13.072	18642	18675	17032	14245	17767	20220	17058	17681	17563	14574	18348	19302	2	2	2	2	2	2	18642	18675	17032	14245	17767	20220	17058	17681	17563	14574	18348	19302	2	2	2	2	2	2	20.4	52714000	52714000	3				1673	26025;26725	True;True	26876;27604	36281;37318	49217;49218;50632	49218;50632		
tr|F1M9B9|F1M9B9_RAT;sp|Q63621|IL1AP_RAT;tr|D1M8S3|D1M8S3_RAT	tr|F1M9B9|F1M9B9_RAT;sp|Q63621|IL1AP_RAT;tr|D1M8S3|D1M8S3_RAT	2;2;2	2;2;2	2;2;2	tr|F1M9B9|F1M9B9_RAT Interleukin-1 receptor accessory protein OS=Rattus norvegicus OX=10116 GN=Il1rap PE=1 SV=2;sp|Q63621|IL1AP_RAT Interleukin-1 receptor accessory protein OS=Rattus norvegicus OX=10116 GN=Il1rap PE=2 SV=1;tr|D1M8S3|D1M8S3_RAT Interleukin 	3	2	2	2	2	2	2	3.7	3.7	3.7	65.565	570	570;570;685	6						2							0.0011792	11.207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	1704800	1704800	2				1674	18499;26531	True;True	19137;27400	26089;37007	35761;50187	35761;50187		
sp|Q63622|DLG2_RAT;tr|F1M907|F1M907_RAT	sp|Q63622|DLG2_RAT;tr|F1M907|F1M907_RAT	40;37	37;34	32;29	sp|Q63622|DLG2_RAT Disks large homolog 2 OS=Rattus norvegicus OX=10116 GN=Dlg2 PE=1 SV=1;tr|F1M907|F1M907_RAT Disks large homolog 2 OS=Rattus norvegicus OX=10116 GN=Dlg2 PE=1 SV=3	2	40	37	32	40	37	32	48.7	44.4	38.8	94.933	852	852;787	6.84	1	4		6	8	4	4	2	6	3	1	6	0	323.31	590600	496090	511360	406540	506550	576850	540320	471170	522380	417250	523150	550660	45	45	45	45	45	45	590600	496090	511360	406540	506550	576850	540320	471170	522380	417250	523150	550660	45	45	45	45	45	45	48.7	2224300000	2224300000	64				1675	1343;1872;2926;4488;4557;4910;4921;5083;6537;7498;7568;7825;8379;8451;8545;9273;9377;9651;9698;9814;12065;12132;12133;12528;17187;17188;17452;19182;19585;19880;20851;20852;21544;22693;22845;22846;25944;27292;27812;29554	True;True;True;True;True;True;True;False;True;False;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1360;1907;2979;4585;4654;5015;5026;5193;6689;7681;7752;8019;8588;8661;8755;9501;9606;9906;9954;10073;12392;12460;12461;12881;17662;17663;17932;19837;20260;20567;21561;21562;22273;23441;23594;23595;26792;28193;28736;30533	1867;2697;4062;6340;6418;6419;6989;7004;7005;7211;9179;10455;10541;10872;11651;11749;11750;12049;12050;13095;13248;13249;13250;13688;13755;13756;13907;13908;17031;17032;17133;17134;17734;23995;23996;24352;27033;27590;28148;29371;29372;30304;30305;31780;31966;31967;36179;38125;38831;41336	2536;2537;3736;5483;8631;8632;8724;8725;8726;8727;9507;9534;9535;9809;12393;14006;14007;14120;14582;15684;15685;15808;15809;15810;16192;16193;16194;17605;17835;17836;17837;18492;18573;18574;18776;18777;23110;23111;23245;23246;23247;23248;23249;24128;32697;32698;32699;32700;33204;37000;37001;37739;37740;37741;37742;38590;40157;40158;41399;41400;41401;43338;43580;43581;49089;49090;51719;52695;52696;56225	2536;3736;5483;8631;8727;9507;9534;9809;12393;14007;14120;14582;15684;15809;16194;17605;17835;18492;18573;18777;23110;23246;23249;24128;32697;32700;33204;37001;37742;38590;40157;40158;41399;43338;43580;43581;49090;51719;52696;56225		
sp|Q63633|S12A5_RAT;tr|F1LNP4|F1LNP4_RAT;tr|D3ZGI9|D3ZGI9_RAT;sp|Q5RK27|S12A7_RAT;tr|A0A0G2K8S1|A0A0G2K8S1_RAT	sp|Q63633|S12A5_RAT;tr|F1LNP4|F1LNP4_RAT;tr|D3ZGI9|D3ZGI9_RAT	32;31;30;2;2	32;31;30;2;2	24;23;22;0;0	sp|Q63633|S12A5_RAT Solute carrier family 12 member 5 OS=Rattus norvegicus OX=10116 GN=Slc12a5 PE=1 SV=2;tr|F1LNP4|F1LNP4_RAT Solute carrier family 12 member 5 OS=Rattus norvegicus OX=10116 GN=Slc12a5 PE=1 SV=3;tr|D3ZGI9|D3ZGI9_RAT Solute carrier family 12	5	32	32	24	32	32	24	26.9	26.9	21	126.25	1139	1139;1139;1116;1083;1088	6.45	4	3	5	5	5	5	3	2	7	6	3	3	0	323.31	490210	345660	412250	299470	412270	422190	448410	329630	416770	309890	422670	404130	42	42	42	41	42	42	490210	345660	412250	299470	412270	422190	448410	329630	416770	309890	422670	404130	42	42	42	41	42	42	26.9	3731400000	3731400000	61				1676	613;3635;4219;5302;5662;5842;6355;6599;6755;6756;6903;7025;9483;9500;9778;10734;11855;13401;13837;14165;15028;16202;16400;17471;18308;18722;18753;18986;19702;19739;25684;26773	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	617;3705;4304;5416;5783;5970;6505;6752;6910;6911;7061;7192;9715;9732;10036;11016;12177;12178;13773;14220;14556;15448;16654;16856;17952;18896;19366;19397;19636;20383;20420;26521;27652	823;5120;5121;5122;5123;5964;7512;7998;8239;8947;8948;9249;9448;9449;9450;9638;9639;9640;9834;13393;13394;13413;13414;13865;15117;15118;16695;16696;19019;19598;20007;21184;21185;21186;22750;22986;22987;24379;24380;25680;26395;26439;26743;27786;27787;27829;27830;35789;35790;37384;37385	1100;6968;6969;6970;6971;6972;8142;10214;10843;11157;11158;12112;12113;12480;12718;12719;12720;12952;12953;12954;12955;13213;13214;18024;18025;18026;18027;18052;18053;18724;20370;20371;22584;22585;22586;26045;26856;27395;28991;28992;28993;28994;31110;31111;31400;31401;33246;33247;33248;35067;36146;36202;36579;38018;38019;38074;38075;48571;48572;50717;50718	1100;6969;8142;10214;10843;11157;12112;12480;12719;12720;12954;13213;18025;18053;18724;20370;22585;26045;26856;27395;28993;31110;31400;33248;35067;36146;36202;36579;38019;38074;48572;50717	693	887
