Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Prep31	Razor + unique peptides Prep31	Unique peptides Prep31	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 Prep31	Reporter intensity corrected 2 Prep31	Reporter intensity corrected 3 Prep31	Reporter intensity corrected 4 Prep31	Reporter intensity corrected 5 Prep31	Reporter intensity corrected 6 Prep31	Reporter intensity 1 Prep31	Reporter intensity 2 Prep31	Reporter intensity 3 Prep31	Reporter intensity 4 Prep31	Reporter intensity 5 Prep31	Reporter intensity 6 Prep31	Reporter intensity count 1 Prep31	Reporter intensity count 2 Prep31	Reporter intensity count 3 Prep31	Reporter intensity count 4 Prep31	Reporter intensity count 5 Prep31	Reporter intensity count 6 Prep31	Sequence coverage Prep31 [%]	Intensity	Intensity Prep31	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
tr|A0A0G2K3Q5|A0A0G2K3Q5_RAT;tr|Q6PW38|Q6PW38_RAT;tr|A0A1W5DU98|A0A1W5DU98_RAT;tr|A0A1W2Q6M6|A0A1W2Q6M6_RAT;sp|P97686|NRCAM_RAT;tr|Q6PW34|Q6PW34_RAT;tr|A0A0G2K498|A0A0G2K498_RAT	tr|A0A0G2K3Q5|A0A0G2K3Q5_RAT;tr|Q6PW38|Q6PW38_RAT;tr|A0A1W5DU98|A0A1W5DU98_RAT;tr|A0A1W2Q6M6|A0A1W2Q6M6_RAT;sp|P97686|NRCAM_RAT;tr|Q6PW34|Q6PW34_RAT;tr|A0A0G2K498|A0A0G2K498_RAT	23;22;22;22;22;22;22	23;22;22;22;22;22;22	2;1;1;1;1;1;1	tr|A0A0G2K3Q5|A0A0G2K3Q5_RAT Neuronal cell adhesion molecule OS=Rattus norvegicus OX=10116 GN=Nrcam PE=1 SV=1;tr|Q6PW38|Q6PW38_RAT Neuronal cell adhesion molecule OS=Rattus norvegicus OX=10116 GN=Nrcam PE=1 SV=1;tr|A0A1W5DU98|A0A1W5DU98_RAT Neuronal cell a	7	23	23	2	23	23	2	22.3	22.3	2.3	144.27	1308	1308;1197;1202;1213;1214;1299;1304	6.21	3	3	3		2	2	3	1	8	1	1	1	0	144.49	149330	149330	130450	162720	148350	118790	136630	141290	135950	162130	153320	114580	18	18	18	18	18	18	149330	149330	130450	162720	148350	118790	136630	141290	135950	162130	153320	114580	18	18	18	18	18	18	22.3	2030400000	2030400000	36				2756	7472;7483;9285;9595;9596;9974;10120;10393;12084;12806;14840;17203;18153;21147;21350;21816;25208;27232;27240;28116;31079;32811;32917	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	7765;7776;9634;9958;9959;10352;10505;10791;12564;13326;15453;17903;18887;22175;22387;22869;26374;28494;28502;29418;32546;34352;34468	11331;11344;13851;14386;14387;14388;15025;15219;15666;18211;18212;19244;22375;25780;27151;27152;31740;31741;32060;32738;37626;40406;40414;41733;46199;48858;48859;49022	15495;15496;15513;18853;19621;19622;19623;20566;20820;21446;24907;24908;24909;26318;30721;35303;37152;37153;37154;43439;43440;43441;43853;44759;51465;51466;55038;55046;56825;56826;56827;62940;66628;66629;66630;66846	15496;15513;18853;19621;19622;20566;20820;21446;24908;26318;30721;35303;37152;43440;43853;44759;51466;55038;55046;56825;62940;66629;66846		
tr|D3ZCC3|D3ZCC3_RAT;tr|A0A0G2K3S9|A0A0G2K3S9_RAT	tr|D3ZCC3|D3ZCC3_RAT;tr|A0A0G2K3S9|A0A0G2K3S9_RAT	1;1	1;1	1;1	tr|D3ZCC3|D3ZCC3_RAT Slc24a4 protein OS=Rattus norvegicus OX=10116 GN=Slc24a4 PE=2 SV=2;tr|A0A0G2K3S9|A0A0G2K3S9_RAT Solute carrier family 24 member 4 OS=Rattus norvegicus OX=10116 GN=Slc24a4 PE=3 SV=1	2	1	1	1	1	1	1	2.8	2.8	2.8	62.864	566	566;622	2.67		1	2										0	2.4701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	19185000	19185000	3				2757	26464	True	27693	39345;39346;39347	53650;53651;53652	53650		
tr|Q6IRH7|Q6IRH7_RAT;tr|A0A0G2K3V9|A0A0G2K3V9_RAT;sp|Q9WTT2|CLPB_RAT	tr|Q6IRH7|Q6IRH7_RAT;tr|A0A0G2K3V9|A0A0G2K3V9_RAT;sp|Q9WTT2|CLPB_RAT	12;12;11	12;12;11	12;12;11	tr|Q6IRH7|Q6IRH7_RAT Caseinolytic peptidase B protein homolog OS=Rattus norvegicus OX=10116 GN=Clpb PE=1 SV=1;tr|A0A0G2K3V9|A0A0G2K3V9_RAT Caseinolytic peptidase B protein homolog OS=Rattus norvegicus OX=10116 GN=Clpb PE=1 SV=1;sp|Q9WTT2|CLPB_RAT Caseinoly	3	12	12	12	12	12	12	21.4	21.4	21.4	75.678	677	677;707;677	6.08		2	2	2		2	1	1			2	1	0	173.92	101210	109840	101090	123910	112600	83751	92613	103960	104820	123550	116150	80995	11	11	11	11	11	11	101210	109840	101090	123910	112600	83751	92613	103960	104820	123550	116150	80995	11	11	11	11	11	11	21.4	762490000	762490000	15				2758	3413;3482;6919;7856;8671;12708;14949;16937;16972;17160;21328;23930	True;True;True;True;True;True;True;True;True;True;True;True	3526;3598;7173;8157;9002;13224;15564;17615;17655;17859;22365;25064	5071;5171;10549;10550;11877;13004;19120;22544;25369;25447;25729;32035;35880	6849;6969;6970;14472;14473;16190;17714;17715;26158;30947;34733;34850;35227;43824;49226	6849;6969;14473;16190;17714;26158;30947;34733;34850;35227;43824;49226		
tr|A0A0G2K3W1|A0A0G2K3W1_RAT	tr|A0A0G2K3W1|A0A0G2K3W1_RAT	9	9	9	tr|A0A0G2K3W1|A0A0G2K3W1_RAT von Willebrand factor A domain-containing 8 OS=Rattus norvegicus OX=10116 GN=Vwa8 PE=1 SV=1	1	9	9	9	9	9	9	22.5	22.5	22.5	53.76	481	481	6.91			2	1	2	1	1		1	1		2	0	63.248	93224	98872	86890	105740	98629	86177	85305	93525	90437	105510	102080	82880	8	8	8	8	8	8	93224	98872	86890	105740	98629	86177	85305	93525	90437	105510	102080	82880	8	8	8	8	8	8	22.5	279990000	279990000	12				2759	4234;4474;8410;8860;20209;20943;22434;30547;32308	True;True;True;True;True;True;True;True;True	4379;4621;8733;9195;21028;21919;23519;31983;33824	6533;6841;6842;12665;13252;29999;31301;31302;33650;45431;48084	9001;9377;9378;9379;17259;18045;40959;42730;42731;46212;61868;65581	9001;9378;17259;18045;40959;42730;46212;61868;65581		
tr|D3ZKL3|D3ZKL3_RAT;tr|A0A0G2K3Y6|A0A0G2K3Y6_RAT	tr|D3ZKL3|D3ZKL3_RAT;tr|A0A0G2K3Y6|A0A0G2K3Y6_RAT	1;1	1;1	1;1	tr|D3ZKL3|D3ZKL3_RAT Cytoplasmic polyadenylation element binding protein 4 (Predicted) OS=Rattus norvegicus OX=10116 GN=Cpeb4 PE=1 SV=1;tr|A0A0G2K3Y6|A0A0G2K3Y6_RAT Cytoplasmic polyadenylation element-binding protein 4 OS=Rattus norvegicus OX=10116 GN=Cpeb	2	1	1	1	1	1	1	1.5	1.5	1.5	79.144	721	721;729	8								1					0.003327	1.8609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	7136800	7136800	1				2760	8561	True	8889	12851	17512	17512		
tr|A0A0G2K3Z3|A0A0G2K3Z3_RAT;tr|B0BN19|B0BN19_RAT	tr|A0A0G2K3Z3|A0A0G2K3Z3_RAT;tr|B0BN19|B0BN19_RAT	3;3	2;2	2;2	tr|A0A0G2K3Z3|A0A0G2K3Z3_RAT RAB22A, member RAS oncogene family OS=Rattus norvegicus OX=10116 GN=Rab22a PE=1 SV=1;tr|B0BN19|B0BN19_RAT RAB22A, member RAS oncogene family OS=Rattus norvegicus OX=10116 GN=Rab22a PE=1 SV=1	2	3	2	2	3	2	2	20.9	15	15	20.841	187	187;194	3.5			1	1									0	10.299	11638	11645	12029	14619	13170	10245	10649	11046	12366	14580	13608	9891.4	2	2	2	2	2	2	11638	11645	12029	14619	13170	10245	10649	11046	12366	14580	13608	9891.4	2	2	2	2	2	2	20.9	467190000	467190000	2				2761	8843;21144;24190	False;True;True	9178;22172;25329	13231;31735;36255	18016;43433;49743	18016;43433;49743		
tr|A0A0G2K401|A0A0G2K401_RAT;tr|A0A0G2K5P9|A0A0G2K5P9_RAT;sp|P14882|PCCA_RAT	tr|A0A0G2K401|A0A0G2K401_RAT;tr|A0A0G2K5P9|A0A0G2K5P9_RAT;sp|P14882|PCCA_RAT	30;30;26	30;30;26	30;30;26	tr|A0A0G2K401|A0A0G2K401_RAT Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Rattus norvegicus OX=10116 GN=Pcca PE=1 SV=1;tr|A0A0G2K5P9|A0A0G2K5P9_RAT Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Rattus norvegicus OX=10116 GN=Pcca PE=1 S	3	30	30	30	30	30	30	46.5	46.5	46.5	79.811	723	723;737;737	5.6	4	7	4	1	3		3	1	7	2	1	2	0	323.31	367420	381850	334300	413030	396760	297480	336200	361230	348200	412050	408330	287610	33	33	33	33	33	33	367420	381850	334300	413030	396760	297480	336200	361230	348200	412050	408330	287610	33	33	33	33	33	33	46.5	2899200000	2899200000	44				2762	976;1993;2463;3455;4897;6537;8894;9274;10397;10398;11827;12306;12392;13365;13366;17699;18792;19451;20293;21421;24241;27382;27383;27957;27958;29357;31339;31868;32045;33347	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	998;2056;2551;3568;5077;6782;9229;9623;10797;10798;12297;12798;12884;13907;13908;18416;19551;20231;21127;22458;25383;28648;28649;29252;29253;30725;32822;33369;33553;34917	1431;3052;3053;3712;5122;7523;10013;13293;13294;13838;15675;15676;17841;18525;18658;18659;20088;20089;26501;27984;28897;30142;32160;36332;40607;40608;40609;41519;41520;43592;43593;46598;47421;47683;49770	1916;4192;4193;5073;6906;10320;13762;18103;18104;18834;21462;21463;21464;24408;25329;25528;25529;27487;27488;36281;38264;38265;39456;39457;39458;41151;43985;49839;55300;55301;55302;55303;56561;56562;56563;59370;59371;59372;63496;63497;64610;64611;64977;67861	1916;4193;5073;6906;10320;13762;18103;18834;21462;21463;24408;25329;25528;27487;27488;36281;38265;39457;41151;43985;49839;55300;55302;56561;56563;59370;63496;64610;64977;67861	1400	511
tr|D4AEI5|D4AEI5_RAT;tr|A0A0G2K402|A0A0G2K402_RAT	tr|D4AEI5|D4AEI5_RAT;tr|A0A0G2K402|A0A0G2K402_RAT	1;1	1;1	1;1	tr|D4AEI5|D4AEI5_RAT Myelin expression factor 2 OS=Rattus norvegicus OX=10116 GN=Myef2 PE=1 SV=1;tr|A0A0G2K402|A0A0G2K402_RAT Myelin expression factor 2 OS=Rattus norvegicus OX=10116 GN=Myef2 PE=1 SV=1	2	1	1	1	1	1	1	1.4	1.4	1.4	63.349	591	591;591	1	1												0.00049056	2.1961	4001.9	4629.1	3100.7	4350.5	3675.5	4906.7	3662.3	4362	3320.3	4309.1	3883.9	4667	1	1	1	1	1	1	4001.9	4629.1	3100.7	4350.5	3675.5	4906.7	3662.3	4362	3320.3	4309.1	3883.9	4667	1	1	1	1	1	1	1.4	16242000	16242000	1				2763	27227	True	28488	40398	55028	55028		
tr|G3V8B8|G3V8B8_RAT;tr|A0A0G2K435|A0A0G2K435_RAT	tr|G3V8B8|G3V8B8_RAT;tr|A0A0G2K435|A0A0G2K435_RAT	3;3	3;3	3;3	tr|G3V8B8|G3V8B8_RAT DnaJ heat shock protein family (Hsp40) member C7 OS=Rattus norvegicus OX=10116 GN=Dnajc7 PE=1 SV=2;tr|A0A0G2K435|A0A0G2K435_RAT DnaJ heat shock protein family (Hsp40) member C7 OS=Rattus norvegicus OX=10116 GN=Dnajc7 PE=1 SV=1	2	3	3	3	3	3	3	8.2	8.2	8.2	50.1	438	438;579	3.67	1	1						1					0	5.1748	1282.1	1396.6	1590	1474.7	1192.3	996.57	1173.2	1326.3	1614.9	1488.4	1241	959.82	1	1	1	1	1	1	1282.1	1396.6	1590	1474.7	1192.3	996.57	1173.2	1326.3	1614.9	1488.4	1241	959.82	1	1	1	1	1	1	8.2	29744000	29744000	3				2764	1638;5696;16825	True;True;True	1682;5909;17499	2510;8786;25225	3424;12125;34532	3424;12125;34532		
tr|A0A0G2K437|A0A0G2K437_RAT	tr|A0A0G2K437|A0A0G2K437_RAT	1	1	1	tr|A0A0G2K437|A0A0G2K437_RAT Autocrine motility factor receptor OS=Rattus norvegicus OX=10116 GN=Amfr PE=1 SV=1	1	1	1	1	1	1	1	3	3	3	70.7	630	630	10										1			0	4.0901	935.83	841.17	563.98	1177.2	652.11	621.3	856.2	793.98	611.68	1145.5	697.9	595.95	1	1	1	1	1	1	935.83	841.17	563.98	1177.2	652.11	621.3	856.2	793.98	611.68	1145.5	697.9	595.95	1	1	1	1	1	1	3	3265600	3265600	1				2765	29636	True	31024	44046	59992	59992		
tr|A0A0G2K459|A0A0G2K459_RAT;tr|A0A0G2K7P7|A0A0G2K7P7_RAT	tr|A0A0G2K459|A0A0G2K459_RAT;tr|A0A0G2K7P7|A0A0G2K7P7_RAT	11;9	11;9	11;9	tr|A0A0G2K459|A0A0G2K459_RAT Mitochondrial carrier 2 OS=Rattus norvegicus OX=10116 GN=Mtch2 PE=1 SV=1;tr|A0A0G2K7P7|A0A0G2K7P7_RAT Mitochondrial carrier 2 OS=Rattus norvegicus OX=10116 GN=Mtch2 PE=1 SV=1	2	11	11	11	11	11	11	44.9	44.9	44.9	33.757	303	303;245	8.15		1					4	5	7	3			0	187.77	130580	140190	115910	149360	131400	122530	119490	132490	121420	148530	136650	117600	19	19	19	19	19	19	130580	140190	115910	149360	131400	122530	119490	132490	121420	148530	136650	117600	19	19	19	19	19	19	44.9	6011100000	6011100000	29				2766	423;5962;8137;10726;11059;16837;23709;23710;24640;29642;30890	True;True;True;True;True;True;True;True;True;True;True	425;426;6184;8453;11139;11497;17511;24839;24840;25792;31030;32347	615;616;617;618;619;9179;9180;12286;12287;12288;16190;16726;25238;35517;35518;36859;36860;44053;45928;45929	851;852;853;854;855;856;857;12641;12642;16745;16746;16747;16748;16749;22198;22958;22959;34547;34548;48724;48725;50507;50508;50509;60000;62553;62554;62555;62556	854;12641;16746;22198;22958;34547;48724;48725;50508;60000;62554	1401	22
tr|A0A0G2K464|A0A0G2K464_RAT;sp|Q9JKE3|SCAM5_RAT	tr|A0A0G2K464|A0A0G2K464_RAT;sp|Q9JKE3|SCAM5_RAT	4;3	4;3	4;3	tr|A0A0G2K464|A0A0G2K464_RAT Secretory carrier-associated membrane protein OS=Rattus norvegicus OX=10116 GN=Scamp5 PE=1 SV=1;sp|Q9JKE3|SCAM5_RAT Secretory carrier-associated membrane protein 5 OS=Rattus norvegicus OX=10116 GN=Scamp5 PE=2 SV=1	2	4	4	4	4	4	4	28.5	28.5	28.5	26.068	235	235;235	7.5			2	1				2	3		2		0	159.09	249310	266660	222340	288780	246080	189890	228130	252050	232780	286950	254870	183390	13	15	15	15	14	14	249310	266660	222340	288780	246080	189890	228130	252050	232780	286950	254870	183390	13	15	15	15	14	14	28.5	2918300000	2918300000	18				2767	2287;11396;22045;31205	True;True;True;True	2371;11851;23115;23116;32680	3461;3462;17206;17207;17208;33129;33130;46375;46376;46377	4736;4737;23578;23579;23580;23581;23582;45505;45506;45507;63172;63173;63174;63175;63176;63177;63178;63179	4736;23581;45507;63177	1402	235
tr|A0A0G2K466|A0A0G2K466_RAT;tr|D4A0Y4|D4A0Y4_RAT	tr|A0A0G2K466|A0A0G2K466_RAT;tr|D4A0Y4|D4A0Y4_RAT	7;7	7;7	7;7	tr|A0A0G2K466|A0A0G2K466_RAT Oxidoreductase NAD-binding domain containing 1 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Oxnad1 PE=1 SV=1;tr|D4A0Y4|D4A0Y4_RAT Oxidoreductase NAD-binding domain containing 1 (Predicted), isoform CRA_b OS=Rattu	2	7	7	7	7	7	7	23.2	23.2	23.2	34.847	310	310;334	7.86				2		1	1			1		2	0	9.1656	37774	41769	38524	46024	42856	30029	34567	39527	39916	45959	44091	29107	5	5	5	5	5	5	37774	41769	38524	46024	42856	30029	34567	39527	39916	45959	44091	29107	5	5	5	5	5	5	23.2	161270000	161270000	7				2768	12515;12878;13937;18552;21598;23621;24029	True;True;True;True;True;True;True	13016;13402;14499;19296;22643;24748;25166	18821;19378;20952;27663;32390;35408;36053	25748;26544;28693;37828;44274;48591;49483	25748;26544;28693;37828;44274;48591;49483		
tr|A0A0G2K478|A0A0G2K478_RAT;tr|D3ZDE4|D3ZDE4_RAT	tr|A0A0G2K478|A0A0G2K478_RAT;tr|D3ZDE4|D3ZDE4_RAT	9;8	9;8	9;8	tr|A0A0G2K478|A0A0G2K478_RAT Deoxyguanosine kinase OS=Rattus norvegicus OX=10116 GN=Dguok PE=1 SV=1;tr|D3ZDE4|D3ZDE4_RAT Deoxyguanosine kinase OS=Rattus norvegicus OX=10116 GN=Dguok PE=1 SV=1	2	9	9	9	9	9	9	33.6	33.6	33.6	32.145	277	277;278	6.78	1	1		1		1	1	1			3		0	17.838	55789	53341	48334	63077	50201	53200	51045	50513	50281	62603	52706	50878	3	3	3	3	3	3	55789	53341	48334	63077	50201	53200	51045	50513	50281	62603	52706	50878	3	3	3	3	3	3	33.6	630000000	630000000	12				2769	10466;13112;17596;17723;18455;22965;23274;24167;31415	True;True;True;True;True;True;True;True;True	10869;13645;18310;18442;19198;24074;24393;25306;32900	15798;19711;26345;26535;27548;34581;34992;36227;46700	21646;21647;26983;26984;36075;36320;36321;37691;47579;48098;49707;63622	21647;26983;36075;36320;37691;47579;48098;49707;63622		
tr|A0A0G2K490|A0A0G2K490_RAT;tr|D3ZZQ0|D3ZZQ0_RAT	tr|A0A0G2K490|A0A0G2K490_RAT;tr|D3ZZQ0|D3ZZQ0_RAT	27;26	27;26	19;18	tr|A0A0G2K490|A0A0G2K490_RAT TRAF2 and NCK-interacting kinase OS=Rattus norvegicus OX=10116 GN=Tnik PE=1 SV=1;tr|D3ZZQ0|D3ZZQ0_RAT Similar to Traf2 and NCK interacting kinase, splice variant 4 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Tni	2	27	27	19	27	27	19	21.7	21.7	15.7	154.97	1360	1360;1354	6.45	3	1	4	3	1	3	4	1	4	2	4	1	0	273.5	74694	75663	68246	77517	65141	64982	68346	71619	70795	77464	68054	62248	13	13	13	13	13	13	74694	75663	68246	77517	65141	64982	68346	71619	70795	77464	68054	62248	13	13	13	13	13	13	21.7	1141500000	1141500000	34				2770	703;1301;1668;4776;5503;10847;10849;11285;13161;13514;14206;14630;14832;16116;17959;19769;21503;23477;23555;23751;24153;24429;25076;25152;26521;27149;29311	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	717;1332;1714;4953;5705;11264;11266;11734;13698;14062;14774;15234;15445;16771;18689;20564;22544;24603;24681;24881;25292;25577;26238;26317;27751;28405;28406;30677	1049;1958;2549;7359;8494;16354;16356;16357;17056;19788;20301;21331;22025;22364;24251;26880;29390;32260;35239;35326;35576;36211;36212;36576;37442;37561;39425;40284;40285;40286;43516	1418;2652;3468;10102;11746;22413;22415;22416;23392;27086;27773;29190;30206;30706;30707;33255;36812;40140;44109;48389;48489;48801;49689;49690;50157;51233;51383;53754;54873;54874;54875;54876;54877;59271	1418;2652;3468;10102;11746;22413;22415;23392;27086;27773;29190;30206;30706;33255;36812;40140;44109;48389;48489;48801;49689;50157;51233;51383;53754;54874;59271	1403	1317
tr|A0A0G2K4A0|A0A0G2K4A0_RAT	tr|A0A0G2K4A0|A0A0G2K4A0_RAT	10	10	3	tr|A0A0G2K4A0|A0A0G2K4A0_RAT RAB11 family-interacting protein 5 OS=Rattus norvegicus OX=10116 GN=Rab11fip5 PE=1 SV=1	1	10	10	3	10	10	3	21.5	21.5	5.7	68.761	636	636	5.7	2	1	2		1					2	2		0	101.39	45424	36642	40662	40540	37295	39936	41555	34856	41474	40832	38893	38183	6	6	6	6	6	6	45424	36642	40662	40540	37295	39936	41555	34856	41474	40832	38893	38183	6	6	6	6	6	6	21.5	207750000	207750000	10				2771	1753;2940;3706;11410;11462;21974;26426;26721;29628;33367	True;True;True;True;True;True;True;True;True;True	1801;3035;3829;11865;11918;23041;27653;27953;31016;34939	2653;4335;5600;17229;17309;33042;39294;39691;44035;49968	3603;5842;7553;23612;23713;45385;53589;54105;59973;68196	3603;5842;7553;23612;23713;45385;53589;54105;59973;68196		
tr|D4A3F5|D4A3F5_RAT;tr|A0A0G2K4B0|A0A0G2K4B0_RAT	tr|D4A3F5|D4A3F5_RAT;tr|A0A0G2K4B0|A0A0G2K4B0_RAT	2;2	2;2	2;2	tr|D4A3F5|D4A3F5_RAT G protein-coupled receptor, class C, group 5, member B OS=Rattus norvegicus OX=10116 GN=Gprc5b PE=1 SV=1;tr|A0A0G2K4B0|A0A0G2K4B0_RAT G protein-coupled receptor, class C, group 5, member B OS=Rattus norvegicus OX=10116 GN=Gprc5b PE=1 S	2	2	2	2	2	2	2	6.1	6.1	6.1	44.078	394	394;402	8				1				1				1	0	31.451	1143.6	913.22	942.4	724.97	921.89	1210	1046.2	867.73	962.45	746.01	957.25	1151.3	1	1	1	1	1	1	1143.6	913.22	942.4	724.97	921.89	1210	1046.2	867.73	962.45	746.01	957.25	1151.3	1	1	1	1	1	1	6.1	215170000	215170000	3				2772	910;7694	True;True	929;930;7990	1325;1326;11622	1771;1772;15863	1771;15863	1404	330
tr|A0A0G2K4I3|A0A0G2K4I3_RAT	tr|A0A0G2K4I3|A0A0G2K4I3_RAT	1	1	1	tr|A0A0G2K4I3|A0A0G2K4I3_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1	1	1	1	1	1	1	1	1.5	1.5	1.5	67.965	619	619	12												1	0	3.2051	506.51	1940.8	983.35	7907.5	209.1	695.86	464.78	1816.6	1200	7473.7	573.82	653.51	1	1	1	1	1	1	506.51	1940.8	983.35	7907.5	209.1	695.86	464.78	1816.6	1200	7473.7	573.82	653.51	1	1	1	1	1	1	1.5	83641000	83641000	1				2773	16812	True	17486	25209	34515	34515		
tr|A0A0G2K4L6|A0A0G2K4L6_RAT;tr|D3ZDW3|D3ZDW3_RAT;sp|Q9EQZ1|T22D3_RAT;sp|P62501|T22D1_RAT;sp|Q3B8N7|T22D4_RAT	tr|A0A0G2K4L6|A0A0G2K4L6_RAT;tr|D3ZDW3|D3ZDW3_RAT	3;3;1;1;1	2;2;0;0;0	2;2;0;0;0	tr|A0A0G2K4L6|A0A0G2K4L6_RAT Similar to TSC22 domain family protein 2 (TSC22-related-inducible leucine zipper protein 4) OS=Rattus norvegicus OX=10116 GN=Tsc22d2 PE=1 SV=1;tr|D3ZDW3|D3ZDW3_RAT TSC22 domain family, member 2 OS=Rattus norvegicus OX=10116 GN=	5	3	2	2	3	2	2	4	2.8	2.8	75.547	744	744;768;134;143;387	1.5	1	1											0.00073457	2.1741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13669000	13669000	2				2774	12934;13560;16921	True;False;True	13459;14111;17597	19463;20370;25335	26651;27862;34672	26651;27862;34672		
tr|A0A0G2K4M8|A0A0G2K4M8_RAT	tr|A0A0G2K4M8|A0A0G2K4M8_RAT	4	1	0	tr|A0A0G2K4M8|A0A0G2K4M8_RAT Acyl-CoA thioesterase 3 OS=Rattus norvegicus OX=10116 GN=Acot3 PE=1 SV=1	1	4	1	0	4	1	0	11.9	2.1	0	47.158	429	429	4				1									0.0069172	1.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9	11140000	11140000	1				2775	10068;12218;18136;24999	False;False;True;False	10451;12706;18870;26161	15152;18395;27124;37343	20725;25150;37118;51113;51114;51115	20725;25150;37118;51114		
tr|A0A0G2K4R1|A0A0G2K4R1_RAT	tr|A0A0G2K4R1|A0A0G2K4R1_RAT	2	2	2	tr|A0A0G2K4R1|A0A0G2K4R1_RAT Protein phosphatase 1, regulatory subunit 12C OS=Rattus norvegicus OX=10116 GN=Ppp1r12c PE=1 SV=1	1	2	2	2	2	2	2	2.7	2.7	2.7	84.765	784	784	5				1		1							0.00097395	2.123	4222.5	4363.8	3365.8	4746.4	4341.6	4181.6	3863.7	4121.5	3556.1	4706	4511.8	4009.7	1	1	1	1	1	1	4222.5	4363.8	3365.8	4746.4	4341.6	4181.6	3863.7	4121.5	3556.1	4706	4511.8	4009.7	1	1	1	1	1	1	2.7	29293000	29293000	3				2776	5713;27960	True;True	5927;29255	8813;41523	12158;56567;56568	12158;56567		
tr|A0A0G2K4S6|A0A0G2K4S6_RAT;tr|D3ZY46|D3ZY46_RAT;tr|G8CYZ7|G8CYZ7_RAT	tr|A0A0G2K4S6|A0A0G2K4S6_RAT;tr|D3ZY46|D3ZY46_RAT;tr|G8CYZ7|G8CYZ7_RAT	7;7;7	6;6;6	6;6;6	tr|A0A0G2K4S6|A0A0G2K4S6_RAT Engulfment and cell motility 1 OS=Rattus norvegicus OX=10116 GN=Elmo1 PE=1 SV=1;tr|D3ZY46|D3ZY46_RAT Engulfment and cell motility 1 OS=Rattus norvegicus OX=10116 GN=Elmo1 PE=1 SV=1;tr|G8CYZ7|G8CYZ7_RAT Engulfment and cell motil	3	7	6	6	7	6	6	11.7	10.6	10.6	70.798	614	614;727;742	6.33	1				2	1				1	1		0	9.75	9013.5	9281.9	8578.5	9927.9	9690.6	7653.3	8247.6	8787.9	8884	9935.7	9980.1	7385.4	3	3	3	3	3	3	9013.5	9281.9	8578.5	9927.9	9690.6	7653.3	8247.6	8787.9	8884	9935.7	9980.1	7385.4	3	3	3	3	3	3	11.7	66794000	66794000	6				2777	4128;4338;14663;19116;25811;29749;32891	False;True;True;True;True;True;True	4270;4484;15268;19883;27001;31141;34441	6235;6653;22071;28394;38453;44211;48985	8402;9157;30269;38780;52539;60203;66798	8402;9157;30269;38780;52539;60203;66798		
